city id,city,country,lat,lon,temp_astronomical_twilight_end,hum_astronomical_twilight_end,cloudiness_astronomical_twilight_end,windiness_astronomical_twilight_end
1213530,Tanjungtiram,ID,4.0613,98.3699,82.4,83,40,5.75
5062096,Stutsman,US,46.9583,-98.9336,32.23,55,1,6.91
5989203,Kangiqsualujjuaq,CA,58.6914,-65.9525,0.73,93,100,9.8
1260771,Palāsa,IN,18.7667,84.4167,72.99,60,99,5.32
1213721,Sinabang,ID,2.4803,96.3801,83.91,68,14,3.76
3003045,Le Palais,FR,47.3456,-3.1541,52.81,87,0,11.5
744873,Kagizman,TR,40.1567,43.1342,6.8,78,0,5.75
7654016,Mmale,BW,-22.2827,26.9834,74.91,61,100,6.11
1143816,Dasht-e Qal‘ah,AF,33.03,63.8394,55.78,40,100,2.86
4025994,Coahuayana de Hidalgo,MX,18.7,-103.6583,68.61,78,0,2.24
2077456,Australia,AU,-25.0,135.0,98.73,15,0,9.51
1643812,Gotalalamo,ID,2.0333,128.3167,82.26,76,100,7.54
1529531,Dunhuang,CN,40.1667,94.6833,44.2,48,100,6.06
2476301,Tindouf,DZ,27.6711,-8.1474,62.6,34,40,16.11
132142,Ostān-e Hamadān,IR,34.8333,48.5833,33.62,87,39,5.53
480453,Tumbotino,RU,55.9993,43.0236,5.0,78,75,4.47
2017384,Rudnaya Pristan',RU,44.3614,135.8116,22.06,87,97,8.01
664902,Titeşti,RO,45.0167,25.0,33.67,92,33,4.16
3665361,Amazonas,BR,-5.0,-63.0,74.98,94,88,2.91
1309611,Myeik,MM,12.4333,98.6,77.54,70,100,6.53
5983202,Inglis,CA,50.9447,-101.252,26.24,97,100,14.07
7037155,Wonorejo,ID,-8.0691,113.0708,71.1,87,76,2.28
3473817,Porto Velho,BR,-32.0333,-52.0917,73.99,87,0,1.99
1641977,Kalianget,ID,-7.05,113.9333,80.56,82,17,11.16
1152562,Kui Buri,TH,12.0828,99.8543,73.94,80,100,2.95
609862,Atyraū Oblysy,KZ,47.0,52.0,21.2,79,0,6.71
148617,Aghdam Rayon,AZ,40.0,47.0,36.52,83,34,4.23
1816373,Bijie,CN,27.3125,105.2942,54.01,75,79,1.36
2399001,Mayumba,GA,-3.432,10.6554,77.79,82,100,3.47
2028357,Ulaan-Uul,MN,46.0674,100.8172,11.53,76,0,7.29
2018813,Novyy Uoyan,RU,56.1572,111.7056,-5.01,85,100,1.99
6126200,Rochfort Bridge,CA,53.9169,-115.0355,42.8,49,90,14.97
779622,Havoysund,NO,70.9963,24.6622,10.4,79,70,28.77
2015913,Suntar,RU,62.1444,117.6319,-16.89,88,99,5.39
1280878,Kangxiwar,CN,36.2,78.7667,27.7,61,37,12.44
1525736,Barshatas,KZ,48.1697,78.6614,6.28,91,99,4.52
1501706,Krutikha,RU,53.9599,81.2093,2.52,93,98,8.63
1688119,Santa Josefa,PH,7.9911,126.03,72.9,93,100,0.49
6116548,Rankin Inlet,CA,62.8173,-92.0832,-4.0,71,90,6.91
2333064,Kuta,NG,9.8667,6.7167,86.0,25,90,2.3
1281019,Hotan,CN,37.0997,79.9269,46.78,43,75,5.61
2830425,Spindelwag,DE,48.0,10.0,43.54,81,0,5.75
3919884,Colchani,BO,-20.3,-66.9333,50.52,65,96,24.43
1637001,Luwuk,ID,-0.9516,122.7875,80.31,77,64,2.19
1799319,Niuchehe,CN,29.0485,110.975,64.49,75,100,3.96
443187,Karaman Province,TR,37.0833,33.25,22.06,90,58,6.76
8054418,Shangdu,CN,42.25,116.008,23.56,97,47,6.89
151610,Ngorongoro,TZ,-3.2397,35.4875,55.85,99,100,0.92
1054329,Vangaindrano,MG,-23.35,47.6,79.84,88,0,7.05
5974962,Highland Grove,CA,45.0668,-78.0828,21.27,63,93,3.44
96994,Dahuk,IQ,36.8695,42.994,39.87,72,55,1.83
3929520,San Juan de Marcona,PE,-15.3653,-75.1622,69.67,77,49,11.88
1337619,Ugoofaaru,MV,5.6667,73.0,81.88,77,100,10.27
3357114,Grootfontein,NA,-19.5667,18.1167,65.48,89,100,12.93
3854988,Gobernador Costa,AR,-44.0499,-70.598,45.0,64,0,14.67
2029624,Ongon,MN,46.9826,103.7839,10.22,92,44,1.9
7645217,Losap,FM,6.894,152.74,82.09,78,67,18.97
908734,Lyembo,ZM,-14.2333,28.2333,67.41,90,100,1.19
1499385,Manzya,RU,58.4922,96.2617,-16.51,86,72,1.66
146183,Perivólia,CY,34.8292,33.5833,51.35,50,20,10.36
3581511,Orange Walk District,BZ,17.8333,-88.8333,69.01,78,59,1.72
2016443,Skovorodino,RU,53.9833,123.9167,-9.08,85,68,5.26
295629,Ashdod,IL,31.8167,34.65,52.25,62,0,8.68
5927708,Coral Harbour,CA,64.1341,-83.1662,1.4,85,75,9.22
5877543,Wainwright,US,70.6369,-160.0383,-13.16,89,100,14.5
519705,Novaya Derevnya,RU,63.9011,38.0602,-21.84,85,16,5.35
2322552,Takum,NG,7.2667,9.9833,77.94,18,100,1.68
3495684,Oviedo,DO,17.8014,-71.401,75.94,73,6,9.98
3516522,Soto la Marina,MX,23.7667,-98.2167,66.99,81,0,10.0
3674293,Mosquera,CO,2.5086,-78.4511,80.24,78,100,7.96
5983720,Iqaluit,CA,63.7506,-68.5145,-15.3,76,75,4.61
2025197,Dada,RU,49.1678,136.4726,4.06,94,92,7.38
3831682,Dundas,GL,76.55,-68.8,-15.48,77,100,2.1
2013465,Verkhoyansk,RU,67.5447,133.385,-35.39,79,3,0.6
2035189,Sanchahe,CN,44.9631,126.0153,14.95,97,99,7.38
5650429,Eden,US,47.27,-111.2722,38.89,60,1,39.12
2524842,Domus de Maria,IT,38.944,8.8635,59.34,82,20,19.57
3863503,Cafayate,AR,-26.073,-65.9761,69.19,58,73,7.43
1510695,Baykalovsk,RU,70.69,83.62,-30.3,83,95,6.15
2094342,Kavieng,PG,-2.5744,150.7967,82.72,78,53,7.47
1843491,Iksan,KR,35.9439,126.9544,55.4,54,1,10.36
5870308,North Slope,US,69.2506,-152.0006,-11.97,90,100,10.67
2290609,Dabakala,CI,8.3667,-4.4333,83.61,15,72,3.6
71687,Rudum,YE,14.0851,47.7431,72.25,67,12,5.32
6157570,Stony Rapids,CA,59.2603,-105.8351,23.0,93,90,5.75
2068145,Kulpara,AU,-34.0667,138.0333,60.01,75,0,5.01
3986553,San Jerónimo de Juárez,MX,17.1333,-100.4667,74.39,70,100,6.11
3832376,Yacimiento Río Turbio,AR,-51.5732,-72.3508,36.46,97,8,5.66
1265534,Kurāra,IN,25.9833,79.9833,69.78,26,0,3.62
80509,Al Bardīyah,LY,31.7561,25.0865,56.48,74,44,12.84
3437689,Naranjal,PY,-25.9667,-55.1833,84.2,61,0,3.44
3874943,Quellón,CL,-43.1167,-73.6167,53.6,82,90,3.44
211384,Longanio,CD,-2.25,23.3,73.92,75,50,2.04
841412,Yuzhnyy,RU,45.0222,41.0097,29.91,99,94,6.35
1270118,Hesla,IN,24.0667,85.8833,69.04,25,0,6.35
1788491,Xinzhai,CN,36.9428,107.9476,48.69,47,45,6.38
3027582,Chalabre,FR,42.9825,2.0054,53.46,76,90,14.97
2315417,Inongo,CD,-1.95,18.2667,80.62,64,79,0.78
2282006,San-Pédro,CI,4.7485,-6.6363,79.09,87,27,6.8
5971679,Harty,CA,49.4835,-82.6831,29.28,74,90,17.27
102527,Sakakah,SA,29.9697,40.2064,59.0,36,0,9.22
4923096,Lynn,US,40.0498,-84.9397,35.31,80,90,14.97
3153910,Hansnes,NO,69.9624,19.6186,15.37,68,0,36.82
2215636,Libya,LY,25.0,17.0,59.97,30,0,11.34
2110384,Funafuti,TV,-8.5172,179.1305,80.6,83,90,6.91
4030656,French Polynesia,PF,-15.0,-140.0,80.73,67,65,7.56
1298480,Sagaing Region,MM,23.5,95.5,75.4,37,0,2.51
215771,Isiro,CD,2.7739,27.616,70.72,52,92,1.92
6116154,Raleigh,CA,51.5668,-55.7313,3.42,66,1,14.97
780166,Finnmark,NO,70.0,25.0,5.81,72,75,33.38
2064155,Onslow,AU,-21.65,115.1,87.46,59,27,6.85
2032490,Bayan-Ovoo,MN,49.0167,111.6333,-2.11,83,0,6.42
2093846,Kiunga,PG,-6.1219,141.2906,80.82,78,99,1.21
3397873,Itaú,BR,-5.8397,-37.9928,83.23,60,80,9.33
579432,Balezino,RU,57.9796,53.0106,-6.74,91,100,5.64
396460,Khushaybī al Ḩaḑar,SA,25.7621,43.2835,64.78,51,43,17.65
2017370,Russia,RU,60.0,100.0,-16.06,89,100,3.11
3463120,Formoso,BR,-14.9467,-46.2319,71.91,81,86,4.59
3690733,Yauya,PE,-8.9833,-77.3,52.86,70,100,2.8
5350605,Frazier Park,US,34.8228,-118.9448,48.42,21,1,21.85
2176715,Barringun,AU,-29.0167,145.7167,94.17,23,52,10.78
2025630,Chara,RU,56.9064,118.2631,-17.81,76,63,3.44
3479308,Paind do Araguaia,BR,-11.4403,-50.3142,73.54,93,100,3.29
4956915,Ash Point,US,44.0556,-69.0867,25.61,54,1,4.61
1516593,Zhezdi,KZ,48.0644,67.0539,10.63,93,100,6.93
1736305,Kuala Kedah,MY,6.1,100.3,81.0,74,20,5.75
3424607,Tasiilaq,GL,65.6145,-37.6368,32.0,93,75,39.12
653760,Kaskinen,FI,62.3759,21.2261,33.1,97,100,9.46
1525504,Belogor’ye,KZ,51.5297,77.4714,8.42,93,100,7.56
2630299,Hofn,IS,64.2539,-15.2082,41.36,74,100,5.1
3393764,Oeiras,BR,-7.0253,-42.1311,75.85,88,75,2.51
6114685,Qikiqtarjuaq,CA,67.5555,-64.0249,-20.2,83,1,10.36
3520161,Sabancuy,MX,18.9667,-91.1833,72.84,73,10,7.09
3827832,Rumo Cocha,PE,-3.7792,-73.3119,78.8,83,0,1.86
6152248,South Indian Lake,CA,56.7795,-98.9281,27.41,98,100,9.89
3441442,Ombues de Lavalle,UY,-33.9167,-57.7833,75.0,67,0,6.06
103035,Rābigh,SA,22.7986,39.0349,74.34,46,48,10.49
549748,Kholmogory,RU,64.2229,41.656,-20.2,76,0,4.47
2387440,Dam,CF,6.4833,17.4333,78.71,20,100,1.95
2125072,Kamchatka,RU,55.0,159.0,13.95,97,100,6.85
2087362,Salamo,PG,-9.6603,150.7856,82.85,77,100,2.77
7839384,Paroo,AU,-27.9874,145.7175,91.24,25,14,7.16
4968894,Kingfield,US,44.9592,-70.154,24.49,50,1,8.05
1648512,Bobong,ID,-1.947,124.3829,81.95,71,87,1.7
216404,Gbadolite,CD,4.2833,21.0167,80.49,36,100,0.76
5859193,Chignik,US,56.2953,-158.4022,23.74,93,91,13.53
688279,Yavoriv,UA,49.0167,22.914,32.68,85,95,1.99
3445983,Tucano,BR,-10.9631,-38.7867,81.55,59,73,8.7
66108,Shāhrūd,IR,36.4167,55.0167,38.03,74,16,9.6
6062100,Lupin Mine,CA,65.7643,-111.2232,-27.4,75,13,13.8
1517529,Uzynkair,KZ,45.7167,60.9,30.47,86,63,16.17
3388145,São Raimundo Nonato,BR,-9.0153,-42.6994,77.36,71,97,0.69
2028051,Akana,RU,63.9,119.0167,-24.05,87,98,4.41
4770766,Louisa,US,38.0251,-78.0042,32.68,47,1,3.44
1540475,Turtas,RU,58.9417,69.1325,-15.21,89,100,5.73
3114980,Urduña / Orduña,ES,42.9944,-3.0097,51.49,71,75,11.5
5274473,Stanley,US,44.96,-90.9371,24.64,86,90,5.75
5877087,Uganik,US,57.7667,-153.4,30.2,80,90,3.44
2158977,Mallacoota,AU,-37.55,149.75,68.0,83,57,3.0
3526756,Isla Mujeres,MX,21.2311,-86.731,74.59,73,20,5.75
1792999,Tiandeng,CN,23.1266,107.0937,68.74,57,9,8.28
3462710,Galheiro,BR,-18.9667,-51.95,78.78,61,82,5.21
2066859,Marvel Loch,AU,-31.4667,119.4667,82.11,21,0,7.27
3423146,Ilulissat,GL,69.2167,-51.1,6.8,78,75,6.91
1799897,Nanma,CN,36.1817,118.1583,62.1,37,80,2.64
1860941,Jūrokuban,JP,30.6,130.9833,61.29,75,0,10.89
6691320,Nord-du-Québec,CA,51.962,-74.8961,13.93,97,89,8.23
3141548,Rognan,NO,67.0953,15.3878,21.2,86,75,39.12
5887448,Arviat,CA,61.1088,-94.0585,-0.4,85,90,2.3
1529626,Baijiantan,CN,45.6333,85.1833,27.55,96,100,4.65
6137052,Sachs Harbour,CA,71.9841,-125.2463,-32.15,84,100,7.18
153214,Morogoro,TZ,-8.0,37.0,77.36,77,71,3.85
1614696,Pak Chom,TH,18.0206,101.8983,75.2,60,0,2.08
2183619,Raumati South,NZ,-40.95,174.9833,62.33,55,100,18.41
5873776,Seward,US,60.1042,-149.4422,22.55,58,1,5.1
2220853,Yokadouma,CM,3.5167,15.05,79.47,26,94,3.42
3980487,Venado,MX,22.9333,-101.0833,68.38,22,0,5.17
2597172,Tiapoum,CI,5.1362,-3.0231,80.49,83,19,9.95
1628757,Sangkulirang,ID,0.9833,117.9667,74.26,93,72,3.02
2017155,Saskylakh,RU,71.9167,114.0833,-29.43,84,0,2.1
3467850,Campinhos,BR,-14.8667,-40.8833,69.17,74,99,5.95
3581418,Privassion Camp,BZ,17.0333,-88.95,69.4,88,75,4.61
3854981,Gobernador Gregores,AR,-48.7506,-70.2474,50.34,71,100,4.45
1518062,Torghay,KZ,49.6339,63.4981,-11.6,88,29,7.45
2089478,Northern Province,PG,-9.0,148.5,77.0,87,97,3.38
3661948,Marechal Thaumaturgo,BR,-8.9411,-72.7917,73.0,98,97,2.86
209598,Manono,CD,-7.3,27.4167,70.9,92,100,1.66
698247,Oster,UA,50.9506,30.8823,35.83,75,98,4.47
1061412,Mananara,MG,-16.1667,49.7667,77.76,87,99,4.14
933077,Shakawe,BW,-18.3667,21.85,69.71,89,100,6.51
363533,Zalingei,SD,12.9096,23.4741,72.88,21,58,6.46
2179671,Manawatu-Wanganui,NZ,-39.95,175.0167,59.0,86,83,2.55
1307641,Myoma,MM,20.1333,92.8833,77.9,54,0,11.48
6445087,Saint-Mandrier-sur-Mer,FR,43.0667,5.9333,55.87,72,0,23.02
3406001,Batalha,BR,-4.025,-42.075,76.14,91,95,3.67
1538730,Omskiy,RU,57.6356,91.9072,-7.28,91,92,5.97
1528998,Yumen,CN,40.2833,97.2,42.08,57,100,9.53
2485794,Ouargla Province,DZ,30.5,6.1667,74.77,18,100,13.71
3370221,Banghoek,ZA,-33.9167,18.9167,63.72,55,0,18.41
2032436,Bayasgalant,MN,46.9833,112.05,1.8,87,36,12.48
478050,Ust'-Kulom,RU,61.6864,53.6902,-28.21,83,47,5.57
5955550,Forest Lawn Industrial,CA,51.0334,-113.9687,41.5,36,40,13.8
3685070,Durania,CO,1.2667,-70.1833,77.74,76,91,3.04
1522605,Kīevka,KZ,50.2619,71.5514,6.78,95,100,9.57
5882640,Aguanish,CA,50.2168,-62.0818,17.6,45,1,10.36
2841488,Sankt Peter,DE,48.0167,8.0333,46.54,76,0,2.3
3374351,Pombas,CV,17.1503,-25.0201,69.8,68,40,19.57
389469,Baladīyat ar Rayyān,QA,25.2,51.05,70.34,60,40,12.66
3581398,Punta Gorda,BZ,16.0984,-88.8097,69.8,88,75,4.61
921745,Nioumachoua,KM,-12.3614,43.7153,83.73,69,100,3.71
1808212,Hechuan,CN,29.9947,106.2572,67.17,49,0,6.71
7627186,Pingelap,FM,6.2059,160.7033,82.29,78,4,19.82
2444219,Gouré,NE,13.9835,10.2704,75.99,12,94,7.0
2426991,Ngardiana,TD,13.2341,18.2975,77.14,17,0,11.39
749100,Çilimli,TR,40.8936,31.0492,34.16,87,20,2.13
1605742,Ta Phraya,TH,14.0031,102.8054,83.25,30,99,2.98
524100,Muyezerskiy,RU,63.9333,31.65,-10.48,89,98,10.92
1632998,Pamanukan,ID,-6.2842,107.8106,78.13,84,87,5.44
4063619,Gadsden,US,34.0143,-86.0066,49.84,35,1,4.61
828886,Horad Pinsk,BY,52.1214,26.0728,32.94,97,100,8.19
5933900,Cumberland House,CA,53.9668,-102.2676,30.49,99,100,14.5
5335846,Channel Islands Beach,US,34.1581,-119.2232,57.36,62,1,6.91
3848949,La Rioja Province,AR,-30.0,-67.5,69.51,62,0,7.25
1627520,Seratak,ID,-3.4,116.2333,77.05,88,95,0.54
2723201,Bastuträsk,SE,65.0,17.6833,7.38,85,90,3.44
3385899,Tutóia,BR,-2.7619,-42.2744,80.74,82,61,9.31
2439812,Say,NE,13.1007,2.3689,84.2,7,28,4.61
1240622,Kelaniya,LK,6.9553,79.922,78.8,83,20,3.44
1280194,Qümong,CN,32.9777,98.098,17.49,77,100,5.73
2146616,Tilpa,AU,-30.95,144.4,91.04,25,50,6.33
162199,Annau,TM,37.8876,58.516,44.6,53,75,4.61
3935619,Madre de Dios,PE,-12.0,-70.25,68.92,99,100,0.11
7641247,Huangbai,CN,25.9553,116.006,67.44,62,10,2.86
1695180,Simbahan,PH,6.3032,120.5836,80.42,80,87,16.24
3424424,Atammik,GL,64.8,-52.2167,22.03,89,62,15.41
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,24.8,80,40,2.24
798536,Rabocheostrovsk,RU,64.9855,34.7661,-15.84,89,85,11.36
3844933,Maquinchao,AR,-41.25,-68.7333,57.09,37,100,22.59
2123814,Leningradskiy,RU,69.3833,178.4167,-14.08,87,99,7.65
7626924,Mokil Municipality,FM,6.688,159.757,82.42,77,62,20.11
5941588,Donkin,CA,46.1834,-59.8651,24.91,63,90,17.27
3382998,Suriname,SR,4.0,-56.0,76.71,73,98,1.79
2122229,Paratunka,RU,52.95,158.2333,24.8,80,40,2.24
5192657,Harleigh,US,40.9806,-75.9713,21.9,63,1,2.59
6947098,Rigolet,CA,54.1701,-58.4344,1.63,91,63,7.63
1831172,Kampong Cham,KH,12.0833,105.5833,80.82,38,23,4.65
2119625,Yagodnoye,RU,64.65,170.4,-22.7,74,0,1.28
5963145,Goose Creek,CA,58.6751,-94.1448,6.8,85,20,6.91
910361,Limulunga,ZM,-15.0969,23.1376,69.64,88,90,2.19
1182872,Bhag,PK,29.0415,67.8239,76.19,18,0,2.33
5880568,Bethel,US,60.7922,-161.7558,-10.48,77,1,6.91
7839592,Longreach,AU,-23.876,143.8671,91.4,25,2,5.75
242048,Salamat Region,TD,11.0,20.5,78.89,17,77,2.57
1488616,Uk,RU,55.079,98.8586,-2.78,92,97,3.24
2156785,Mossgiel,AU,-33.2667,144.5667,85.24,37,19,6.42
5609855,Teton,US,43.9166,-111.3761,26.15,80,90,13.8
1641510,Kangboi,ID,1.0833,104.05,79.29,74,40,11.5
6558470,Waddeweitz,DE,53.0064,10.971,43.56,81,20,2.3
3450206,Santa Helena de Goiás,BR,-17.8136,-50.5969,74.3,84,55,4.07
1507203,Drovyanoy,RU,72.4017,72.7625,-4.2,92,100,7.45
4704395,Lake Brownwood,US,31.8357,-99.0078,54.41,38,20,9.22
1494482,Polunochnoye,RU,60.8697,60.4153,-21.21,88,100,4.52
3419714,Kangerlussuaq,GL,67.0088,-50.6894,-13.0,77,76,6.91
2127436,Yokohama,JP,41.0833,141.25,30.56,93,75,5.75
788709,Leskovac,RS,42.9981,21.9461,44.19,61,0,10.36
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,-11.2,77,90,21.85
5874713,Soo City (historical),US,66.7167,-151.4833,-27.4,75,20,3.44
3665202,Aripuanã,BR,-9.1667,-60.6333,72.3,98,94,0.78
2013865,Ust'-Uda,RU,54.1742,103.0304,-6.72,89,81,2.57
648958,Lapponia,FI,68.0,27.0,-2.2,71,0,8.05
1636308,Manokwari,ID,-0.8667,134.0833,80.04,73,100,3.62
6184824,Wrigley,CA,63.25,-123.498,-10.05,88,100,2.24
5879302,Ambler,US,67.0861,-157.8514,-24.27,75,1,1.77
4890925,Elk Grove Village,US,42.0039,-87.9704,32.83,86,90,17.27
1256598,Sheoganj,IN,25.15,73.0667,71.56,21,0,5.08
1802162,Daxing,CN,22.9692,102.4061,50.56,100,84,0.96
2565267,Mhamid,MA,29.82,-5.72,60.1,32,100,18.5
6078372,Moosonee,CA,51.2793,-80.6345,26.6,68,1,10.36
5993072,Kitimat,CA,54.0524,-128.6534,39.7,93,90,16.11
2293260,Agnibilékrou,CI,7.1344,-3.2047,78.13,21,0,1.19
4493110,Spruce Pine,US,35.9154,-82.0646,33.24,72,80,4.79
3754114,Parque das Laranjeiras,BR,-3.0647,-60.0136,80.6,78,40,3.44
608073,Taskopa,KZ,48.8536,55.5819,-0.83,91,85,3.04
2035399,Songyuan,CN,45.1171,124.8568,12.97,96,93,4.09
8014675,Santa Cruz da Graciosa,PT,39.0776,-28.0169,60.96,89,78,27.42
5522714,Hale Center,US,34.0642,-101.8438,42.04,45,1,5.75
3982837,Sonoita,MX,31.85,-112.8333,57.99,18,0,12.41
2146205,Tarrawingee,AU,-31.4667,141.4833,86.0,28,75,23.02
6454373,Sarralbe,FR,48.9987,7.0292,48.87,53,0,3.44
2020838,Lensk,RU,60.7253,114.9278,-14.19,85,100,7.23
2435014,Bogomia I,TD,7.7962,15.6682,80.01,16,92,3.2
205297,Tambo,CD,-8.3,27.25,70.27,84,100,1.19
2077026,Batchelor,AU,-13.0667,131.0167,80.01,94,100,3.56
108190,Ash Shurayf,SA,25.7071,39.2823,66.42,24,0,8.77
2119283,Zyryanka,RU,65.75,150.85,-34.47,82,0,1.7
3432707,La Eduvigis,AR,-26.8555,-59.0684,80.6,50,0,3.44
2204113,Malsa’a,FJ,-12.4833,177.0667,83.93,74,72,7.99
2157580,Mincha,AU,-36.0167,144.0833,72.0,62,16,1.01
564191,Duminichi,RU,53.9345,35.1099,33.42,97,100,11.72
1515580,Jargalant,MN,45.7095,97.176,31.93,70,0,6.42
2505525,Bechar Province,DZ,30.25,-3.0833,66.4,26,100,19.3
1159301,Zahedan,IR,29.4963,60.8629,55.4,67,75,9.17
7839558,Barcaldine,AU,-23.052,145.4349,89.73,27,39,4.05
2966208,Belmullet,IE,54.225,-9.9908,45.09,78,0,11.01
1491600,Snezhnogorsk,RU,68.0931,87.74,-33.02,82,90,3.11
3877770,Paiguano,CL,-30.0167,-70.5333,70.39,82,0,4.61
1529376,Korla,CN,41.7597,86.1469,40.33,66,99,2.73
5855051,‘Ewa Beach,US,21.3156,-158.0072,74.23,78,90,4.61
1580240,Hue,VN,16.4667,107.6,71.6,83,40,10.36
1488903,Turukhansk,RU,65.8167,87.9833,-27.94,84,90,4.92
1802682,Longchuan,CN,25.1615,101.2942,51.48,57,50,5.95
3405304,Bom Jesus,BR,-9.0744,-44.3586,75.4,83,99,2.82
2175958,Bicheno,AU,-41.8789,148.2886,61.56,89,53,8.43
3923057,Bolivia,BO,-17.0,-65.0,78.21,69,96,1.86
2120591,Tilichiki,RU,60.4667,166.1,-6.83,88,98,8.52
5289863,Cienega Springs,US,34.1886,-114.2247,59.31,14,1,10.36
6977912,Raha Tiga,ID,-4.8271,122.7229,81.34,76,100,10.8
142358,Bābolsar,IR,36.7025,52.6576,44.6,93,90,9.22
2525089,Castelluccio Inferiore,IT,40.0039,15.9809,48.99,86,59,4.38
2129163,Mombetsu,JP,44.3525,143.3525,27.0,67,25,7.0
2028164,Deputatsky,RU,69.3,139.9,-31.02,86,0,1.57
3927158,Torata,PE,-17.0769,-70.8433,58.05,66,57,2.48
2018571,Olyokminsk,RU,60.3736,120.4264,-18.15,86,100,4.68
4158060,Harbour Heights,US,26.9909,-82.0023,67.44,63,1,10.36
4269043,Caney,US,37.0115,-95.9353,42.15,70,1,6.91
3432990,Labardén,AR,-36.9475,-58.1038,76.5,38,32,13.38
4038282,Angaur State,PW,6.906,134.13,80.6,89,90,4.61
5984185,Isachsen,CA,78.7853,-103.5048,-21.44,84,100,19.93
5735237,Klamath,US,42.6665,-121.7508,38.34,70,1,4.05
2361373,Diapaga,BF,12.0708,1.7889,78.44,14,89,6.62
6177250,Wawota,CA,49.9,-102.0343,32.0,74,100,11.5
6943715,Fort Franklin,CA,65.209,-123.3633,-32.8,75,74,3.44
