city id,city,country,lat,lon,temp_civil_twilight_begin,hum_civil_twilight_begin,cloudiness_civil_twilight_begin,windiness_civil_twilight_begin
2260668,Bouenza Department,CG,-4.0,14.0,69.96,97,100,1.74
1649881,Batang,ID,-6.4846,110.7083,77.0,88,40,5.75
1496745,Novosibirsk Oblast,RU,55.0,80.0,-6.03,91,100,10.42
2119272,Netten Polar Station,RU,66.9667,171.9167,-21.05,84,0,5.68
2142804,Wyandra,AU,-27.25,145.9833,75.04,47,0,1.23
103331,Qārā,SA,29.8769,40.2269,44.6,70,0,10.36
1281659,Baxkorgan,CN,39.0667,90.0833,29.46,58,93,6.62
1276574,Bela,IN,25.9333,81.9833,56.07,45,0,4.61
2126123,Chokurdakh,RU,70.6333,147.9167,-33.45,83,59,4.79
1163582,Thatta,PK,24.7475,67.9235,63.64,28,0,4.14
505230,Priozersk,RU,61.0393,30.1291,20.26,97,100,14.03
7839505,East Pilbara,AU,-21.6133,123.7137,85.41,54,68,6.82
2498541,El Bayadh Province,DZ,32.5,1.1667,52.56,42,7,14.05
2189506,Island Bay,NZ,-41.3333,174.7833,59.58,82,40,23.02
7371354,Dongke,CN,36.3349,99.6668,21.24,50,36,3.18
1851383,Susami,JP,33.55,135.5,54.9,76,0,11.7
1791440,Wenquan,CN,30.8493,115.6991,49.1,74,0,1.81
1516082,Delgermörön,MN,46.4095,98.2871,10.89,85,0,9.57
1310084,Mawnwe,MM,24.5333,94.55,58.06,62,44,2.68
933117,Sebina,BW,-20.8667,27.25,68.0,94,0,5.75
545467,Konevo,RU,62.1215,39.3192,-20.27,87,51,4.07
1514801,Birata,TM,40.482,62.1586,32.94,84,0,7.18
1504382,Kargasok,RU,59.0556,80.8572,-19.1,86,100,8.55
3878743,Neltume,CL,-39.8441,-71.9392,41.97,75,0,0.13
1494335,Posol,RU,60.0594,62.995,-21.59,88,98,5.3
6179858,Whati,CA,63.1443,-117.2757,-29.2,75,37,2.3
1252668,Ziro,IN,27.6333,93.8333,38.93,93,0,2.62
2410764,Sao Tome Island,ST,0.2,6.65,77.5,78,99,4.92
2513947,Melilla,ES,35.2937,-2.9383,57.06,82,75,9.22
3874958,Puerto Natales,CL,-51.7236,-72.4875,44.04,92,32,2.19
1678228,Keelung,TW,25.1283,121.7419,55.18,94,20,4.61
3460558,Itiquira,BR,-17.0833,-54.9333,74.97,84,21,3.76
1220401,Tagob,TJ,38.8383,68.8985,44.6,100,75,8.95
6062670,Macdiarmid,CA,49.4334,-88.1333,7.7,85,68,8.05
462022,Zubovo,RU,60.318,36.9728,-3.17,92,100,7.14
3996063,Mexico,MX,23.0,-102.0,40.66,67,0,2.04
4352577,Crisfield,US,37.9835,-75.8538,25.05,59,1,6.91
1489126,Tsementnozavodskiy,RU,67.6167,64.1,-32.24,82,97,5.5
2255404,Pool Department,CG,-3.5,15.0,68.41,99,100,1.54
5881544,Ofu,AS,-14.1753,-169.6775,79.68,85,99,18.57
5939424,Dina,CA,52.9335,-110.0849,24.8,63,90,11.5
4163379,Marathon,US,24.7138,-81.0903,69.85,73,40,17.27
2021026,Khaty,RU,63.6256,116.6703,-24.14,86,99,3.4
2073890,Coolgardie,AU,-30.95,121.1667,66.2,55,0,9.22
7839427,Karoonda East Murray,AU,-34.9285,140.0248,59.14,74,1,10.87
3893656,Copiapo,CL,-27.3667,-70.3333,60.8,82,90,4.61
4291056,Elkfork,US,37.9648,-83.1329,18.18,86,1,3.44
1545752,Port Mathurin,MU,-19.6833,63.4167,79.34,79,2,19.66
1280943,Jinta,CN,39.9833,98.8667,33.82,72,42,11.68
6070684,McLeod Lake,CA,54.9832,-123.0364,32.0,93,90,17.27
2181997,Takaka,NZ,-40.85,172.8,55.99,91,0,3.27
779683,Hammerfest,NO,70.6634,23.6821,12.2,62,64,12.66
2355404,Solenzo,BF,12.1833,-4.0833,73.26,16,82,7.45
909887,Luangwa,ZM,-15.6167,30.4167,72.27,87,100,0.98
3862771,Departamento de Capayán,AR,-28.8333,-66.0,69.01,88,0,3.85
3395497,Maracaçumé,BR,-2.0428,-45.9592,72.84,98,100,2.44
2157076,Moonbi,AU,-31.0167,151.0667,58.51,94,0,2.3
3665314,Anori,BR,-8.3333,-67.3333,72.39,97,100,1.21
6940753,Ghayl Ba Wazir,YE,14.8778,49.0245,54.68,93,99,1.99
875996,Moxico Province,AO,-12.8487,20.9327,65.95,91,100,7.94
7839600,Leonora,AU,-28.3942,121.2596,73.81,38,0,13.24
1490686,Sukhoy Log,RU,56.9094,62.0296,-9.69,90,82,5.73
2455456,Kinmparana,ML,12.8402,-4.9199,70.92,18,72,9.15
5992554,Kinistino,CA,52.95,-105.0343,14.0,73,94,11.5
5829425,Kemmerer,US,41.7925,-110.5377,16.77,86,40,12.66
3728474,Cap-Haitien,HT,19.7578,-72.2042,72.27,78,0,6.89
130801,Ilam Province,IR,33.1667,47.0,35.98,83,48,0.38
2764957,Solden,AT,46.9667,11.0,33.96,80,0,2.3
2057031,Mokdale,ID,-10.7333,123.0333,79.18,85,92,9.13
3150002,Kjøpsvik,NO,68.097,16.3742,23.52,63,90,17.27
7839709,Central Darling,AU,-31.7715,143.6257,80.82,34,7,6.89
300808,Silifke,TR,36.3778,33.9344,43.32,60,100,7.31
3173935,Marina di Carrara,IT,44.0384,10.0414,44.76,100,0,2.3
2508807,Adrar,DZ,25.75,-1.0,68.65,21,0,12.71
608359,Shalqar,KZ,47.8333,59.6,5.74,94,90,6.87
319345,Çatak,TR,38.0085,43.065,21.2,86,75,2.3
3369174,Calvinia,ZA,-31.4707,19.776,44.56,94,3,3.8
542965,Krasnokholmskiy,RU,55.9873,55.0466,-10.01,90,99,4.74
7603255,Barh el Gazel Region,TD,14.6667,16.9167,57.33,33,0,12.82
598392,Karmelava,LT,54.9667,24.0667,33.8,93,75,8.05
5864145,Homer,US,59.6425,-151.5483,19.72,68,40,11.5
1512205,Abaza,RU,52.655,90.0928,-0.94,85,20,3.24
5466318,Eddy,US,32.8757,-104.7511,40.41,52,1,3.44
2026023,Bukachacha,RU,52.9833,116.9167,-8.19,88,100,2.64
53707,Mudug,SO,7.0,48.0,65.28,90,77,9.93
2123371,Mayskiy,RU,48.9975,140.2053,9.64,87,87,11.16
2180815,Tuatapere,NZ,-46.1333,167.6833,48.99,94,0,4.0
3520989,Puerto Madero,MX,14.7208,-92.4215,75.74,74,0,8.55
2220082,Al Fuqaha',LY,27.8337,16.3849,51.03,45,70,5.55
2434985,Bokoro,TD,12.3807,17.0568,60.67,28,4,9.98
6093114,Old Crow,CA,67.5712,-139.8342,-47.2,66,20,1.28
2031799,East Aimak,MN,48.0,115.0,14.14,95,100,12.86
1262574,Mūl,IN,20.0667,79.6667,64.58,51,100,4.54
2056029,Entuziastov,RU,70.8644,134.6397,-36.17,82,0,1.83
1040652,Maputo,MZ,-25.9653,32.5892,77.0,88,20,5.75
168887,Judaydat Khābūr,SY,35.8167,39.4667,37.67,70,0,6.38
7839408,Roper Gulf,AU,-15.3056,134.9736,76.28,92,100,9.24
6140815,Sandy Lake,CA,56.9835,-107.2846,16.45,97,100,7.05
159242,Ikwiriri,TZ,-7.9562,38.9716,72.91,98,78,2.82
4031110,Fale old settlement,TK,-9.3852,-171.2468,82.08,73,100,17.78
122289,Neyrīz,IR,29.1988,54.3278,48.2,81,40,2.04
159067,Iringa,TZ,-9.0,35.0,59.22,98,100,2.19
2066901,Marree,AU,-29.65,138.0667,84.0,41,47,17.0
3572005,Long Island,BS,23.2167,-75.1117,76.5,76,0,18.97
1325443,Hakha,MM,22.65,93.6167,52.3,52,100,1.79
5835069,Pine Bluffs,US,41.1819,-104.0691,21.79,86,1,10.36
5849164,Kekaha,US,21.9683,-159.7132,70.39,83,1,4.61
6139393,Salluit,CA,62.2006,-75.6323,-0.62,90,99,19.8
495922,Shal'skiy,RU,61.797,36.0168,-2.2,90,100,10.49
2015306,Tiksi,RU,71.6872,128.8694,-29.25,85,34,1.81
343143,Āwarē,ET,8.2561,44.1567,59.2,83,33,13.98
5079617,Springview,US,42.8244,-99.749,27.36,93,75,14.97
3380993,Maripa-Village,GF,3.6333,-54.05,69.58,97,95,1.7
7645723,Satawal,FM,7.382,147.0322,82.29,77,86,19.89
5992650,Kinosis,CA,56.3335,-110.9685,32.0,74,100,21.85
586971,Bilgeh,AZ,40.5681,50.0378,37.4,87,90,13.8
6171824,Umiujaq,CA,56.5554,-76.5522,1.49,94,99,14.52
288789,Barkā’,OM,23.7074,57.8891,66.2,82,20,4.03
4015471,Carácuaro,MX,19.0106,-101.1264,63.05,40,0,2.86
3373168,Vila do Corvo,PT,39.6667,-31.1333,55.4,94,75,16.11
553609,Kamenka,RU,65.8876,44.1126,-29.56,84,17,4.72
656711,Ilomantsi,FI,62.8333,31.0,8.01,86,100,7.0
146961,Yardımlı,AZ,38.9206,48.2372,35.6,100,90,10.36
2122262,Palana,RU,59.1167,159.9667,2.52,94,100,10.89
2483761,Reggane,DZ,26.7158,0.1714,67.33,23,0,9.06
2143437,Windellama,AU,-35.022,149.8728,60.4,100,88,5.75
3691324,Tocache,PE,-8.1842,-76.5125,67.86,89,13,0.25
1802431,Longsheng,CN,25.7936,110.0092,55.4,88,90,3.06
3699427,Barranca,PE,-4.8333,-76.7,72.32,87,56,2.21
2417834,Mamou,GN,10.15,-11.95,73.69,77,90,0.85
96205,Halabja,IQ,35.1778,45.9861,40.64,84,63,4.27
2120047,Ust'-Omchug,RU,61.15,149.6333,-15.18,81,100,6.62
3371199,Erongo,NA,-22.0833,15.3333,64.98,51,56,6.31
1279094,Akot,IN,21.0964,77.0586,66.88,30,93,3.6
2478217,Tamanrasset Province,DZ,23.75,4.6667,51.94,38,0,3.62
101760,Sulţānah,SA,24.4926,39.5857,55.4,26,0,3.44
219057,Beni,CD,0.5,29.4667,61.36,88,93,1.21
2446796,Bilma,NE,18.6853,12.9164,57.65,32,73,4.9
3386495,Teresinha,BR,0.9667,-52.0333,69.96,98,100,1.95
1668352,Tainan,TW,23.0,120.1888,55.45,81,40,1.61
5955887,Fort Liard,CA,60.2334,-123.4698,-8.45,88,100,8.93
3853786,Ingeniero Jacobacci,AR,-41.3427,-69.5448,49.3,49,2,8.34
5432024,Mount Pearl,US,38.9625,-102.7894,26.6,80,1,21.85
3601402,Savannah Bight,HN,16.45,-85.85,75.67,86,73,22.75
3394892,Miguel Alves,BR,-4.1656,-42.8953,71.33,97,55,1.19
1802750,Lizhai,CN,29.0084,117.9189,52.12,61,0,3.22
5731397,Hines,US,43.564,-119.081,21.61,86,90,6.53
610743,Aqqystau,KZ,47.2333,51.0,14.0,85,68,6.71
1714769,Dinalongan,PH,16.1404,121.9573,66.47,72,99,8.39
3336899,Aragon,ES,41.0,-1.0,45.86,100,75,14.97
3349234,Kwanza Sul Province,AO,-10.827,15.032,60.58,94,100,0.31
6087172,Nestor Falls,CA,49.1167,-93.9337,9.57,85,98,6.91
7839397,Torres,AU,-10.7038,142.1796,78.8,94,75,5.48
3849980,La Maruja,AR,-35.6736,-64.94,59.9,58,0,6.85
1000543,Graaff-Reinet,ZA,-32.2522,24.5308,61.0,75,96,1.01
4017700,Baja California,MX,30.0,-115.0,53.89,35,0,31.38
608879,Mangistauskaya Oblast’,KZ,44.0,54.0,22.96,92,0,7.96
1035025,Nacala,MZ,-14.5428,40.6728,76.71,86,100,3.11
710007,Dmytrivka,UA,47.9361,38.9366,24.6,86,68,7.49
2236053,Abong Mbang,CM,3.9833,13.1833,62.49,65,38,2.3
2146661,Tibooburra,AU,-29.4333,142.0167,82.29,29,0,7.36
8030545,Crooked Island and Long Cay District,BS,22.7336,-74.2153,76.59,73,4,17.85
143052,Ardestān,IR,33.3761,52.3694,39.92,61,0,1.54
2123979,Kuril'sk,RU,45.2333,147.8833,23.31,95,98,19.98
2742994,Alvares,PT,40.0171,-8.0993,45.03,94,100,4.88
2593112,Extremadura,ES,39.0,-6.0,48.99,89,100,10.0
4013688,Cloete,MX,27.9167,-101.1667,45.19,83,0,4.5
113659,Tabas,IR,33.5959,56.9244,49.77,43,0,4.5
2667876,Torsby,SE,60.1353,13.0082,37.4,100,90,6.91
1895695,Kushima,JP,31.4583,131.2333,46.18,100,20,2.3
4634931,Knox,US,36.0168,-83.9332,25.79,100,1,3.09
2314300,Kinshasa City,CD,-4.5,15.5,76.15,88,75,1.07
2159441,Lower Tully,AU,-18.0,146.0167,73.06,94,100,1.83
2565056,Punta Umbria,ES,37.1821,-6.9661,51.01,81,100,11.01
2185172,Owaka,NZ,-46.45,169.6667,52.0,92,6,3.0
1529001,Yuli,CN,41.3306,86.2578,38.17,68,18,2.59
5040822,Park Rapids,US,46.9222,-95.0586,19.04,93,90,6.91
1500962,Kyzyl-Khaya,RU,50.0499,89.8782,1.6,73,10,5.97
2125742,Enken,RU,57.7667,140.2,1.51,81,100,7.58
2255329,Sangha Department,CG,1.3333,15.5,69.22,75,51,1.54
1511646,Andra,RU,62.5147,65.8878,-22.0,86,100,7.36
331038,Mendī,ET,9.8,35.1,53.91,41,19,0.98
2120245,Ugol'nyye Kopi,RU,64.7333,177.7,-31.0,68,0,6.71
2457163,Gao,ML,16.2717,-0.0447,64.69,22,2,8.7
2449067,Timbuktu,ML,16.7735,-3.0074,67.98,20,0,8.95
1850822,Taketomi,JP,24.3307,124.0851,57.2,77,40,3.44
5878818,Adak,US,51.88,-176.6581,33.8,93,75,13.8
4054566,Centreville,US,32.9446,-87.1386,32.67,48,1,8.05
1655842,Laos,LA,18.0,105.0,50.83,85,40,3.04
3148569,Laerdal,NO,61.098,7.4816,35.33,84,100,5.01
2663077,Vikarbyn,SE,60.9167,15.0167,35.06,100,100,1.14
1153427,Fang,TH,19.9169,99.2145,64.09,100,23,2.3
1796339,Shancheng,CN,36.9568,107.0266,41.88,47,56,16.87
5872126,Prudhoe Bay,US,70.2553,-148.3372,-16.6,83,75,23.02
577922,Belomorsk,RU,64.5232,34.7668,-13.11,90,91,7.38
1540356,Raduzhny,RU,62.0961,77.475,-14.12,89,100,8.3
2120059,Ust'-Kamchatsk,RU,56.2367,162.5189,12.15,91,97,11.16
886843,Mashonaland Central Province,ZW,-17.0,31.0,61.45,92,89,2.77
3399445,Forquilha,BR,-3.7983,-40.2606,73.08,94,94,2.86
8020335,Sindangsari,ID,-7.7983,108.2354,76.93,80,86,5.57
225282,Ali Sabieh Region,DJ,11.25,43.0,69.19,87,54,5.73
2126785,Belaya Gora,RU,68.5333,146.4167,-36.6,82,70,3.15
3412888,Stykkisholmur,IS,65.0757,-22.7297,33.48,92,100,7.72
1856586,Mori,JP,34.8333,137.9333,50.0,73,0,3.0
1786676,Yima,CN,34.7381,111.8839,55.99,99,0,9.19
876337,Cuando Cobango Province,AO,-15.9476,19.3832,64.65,93,100,9.06
2416085,Sangarédi,GN,11.1,-13.7667,66.13,77,0,0.4
3021716,Darney,FR,48.0866,6.0492,43.47,71,0,13.8
1280679,Luring,CN,32.2667,84.2,18.86,55,0,5.86
1066702,Besalampy,MG,-16.75,44.4833,74.77,94,100,6.69
355449,Esna,EG,25.2934,32.554,46.4,66,0,3.44
6912297,Sikoroni,ML,13.0211,-9.277,71.89,22,0,4.63
1516589,Dzhezkazgan,KZ,47.7833,67.7667,5.0,78,75,2.24
3345497,Uacu Cungo,AO,-11.3634,15.1208,60.39,96,100,1.66
5518239,Canyon,US,34.9803,-101.9188,33.69,86,1,15.64
2025256,Chumikan,RU,54.7183,135.315,-4.49,84,90,10.49
3623602,Guácimo,CR,8.9484,-83.1096,69.4,72,10,3.42
324698,Akhisar,TR,38.9185,27.8401,35.01,74,99,6.6
893172,Chivhu,ZW,-19.0211,30.8922,64.71,83,100,3.09
2182010,Tairua,NZ,-37.0167,175.85,66.99,90,0,1.01
400745,North Eastern Province,KE,1.0,40.25,72.9,84,100,8.41
5989520,Kashechewan,CA,52.3,-81.6166,7.54,95,2,14.94
4691572,Flour Bluff,US,27.6739,-97.2789,55.51,82,1,6.91
524299,Murmashi,RU,68.8154,32.8115,-31.0,75,0,4.47
5490223,Santa Clara,US,32.7795,-108.1503,31.5,43,1,13.8
2091993,Madang Province,PG,-5.0,145.5,67.82,98,100,1.21
1502073,Krasnosel'kup,RU,65.7,82.4667,-39.05,81,82,5.82
3403687,Camocim,BR,-2.9022,-40.8411,75.06,92,70,8.97
3159107,Dombås,NO,62.0696,9.1235,37.69,83,100,12.53
1500816,Lebed',RU,62.0944,89.1864,-31.83,82,75,2.91
87205,Darnah,LY,32.767,22.6367,53.04,72,6,7.09
1811722,Enle,CN,23.9605,101.0826,49.5,94,96,1.99
6095788,Oxford House,CA,54.9485,-95.266,20.32,97,93,9.22
3662489,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,72.48,98,81,0.72
6063363,Mackies,CA,48.2334,-90.0669,14.23,79,75,8.05
1219651,Lebap,TM,39.0,63.0,28.4,93,0,6.91
1283245,Karnālī Zone,NP,29.5,82.4167,13.5,68,0,6.71
1581047,Ha Tinh,VN,18.3333,105.9,59.7,90,18,2.04
2562816,Kerċem,MT,36.0419,14.2267,52.54,93,75,6.91
6100761,Pelly Crossing,CA,62.8303,-136.5813,-8.59,87,100,1.83
3625515,Valle de La Pascua,VE,9.2155,-66.0073,70.14,84,46,7.34
933491,Mabuli,BW,-25.7833,24.6,65.71,66,34,1.57
499539,Sadovoy,RU,45.0247,38.0156,23.0,80,96,8.95
4036024,Nasaqalau,FJ,-18.1833,-178.8,79.02,84,96,20.76
609537,Qaraton,KZ,46.4353,53.4864,15.53,96,16,10.49
2415702,Siguiri,GN,11.6667,-9.5,75.33,20,34,2.53
3738301,El Tarra,CO,8.5756,-73.0949,70.23,81,56,1.07
1493423,Russkaya Polyana,RU,53.7794,73.8806,0.12,92,99,13.6
3672512,Peque,CO,7.0212,-75.9093,62.51,78,30,1.66
3461525,Ibotirama,BR,-12.1853,-43.2206,69.08,92,95,1.34
3452490,Poxoréo,BR,-15.8372,-54.3892,72.0,100,73,2.77
124193,Meybod,IR,32.2501,54.0166,39.2,35,20,2.3
3453025,Ponto Novo,BR,-10.8628,-40.1336,68.43,89,100,3.29
3388847,São Félix do Xingu,BR,-6.6447,-51.995,70.74,96,100,1.05
3170853,Pie' del Sasso,IT,42.9943,12.9989,38.34,100,0,3.44
361323,Faiyum Governorate,EG,29.3,30.5,47.5,66,0,6.38
3456642,Mozarlândia,BR,-14.7447,-50.5706,72.09,98,100,3.47
839750,Dederkoy,RU,44.055,39.1306,39.49,73,62,8.14
3337386,Vastra Gotaland County,SE,58.0,13.0,37.99,100,100,9.22
3397843,Rio Ivaí,BR,-1.3667,-52.1667,72.1,93,91,2.62
2651589,Daliburgh,GB,57.1667,-7.4,46.02,81,40,29.93
2597449,Kidal,ML,19.9167,1.0833,63.99,22,0,11.21
3671346,Puerto Yuca,CO,2.9383,-73.2083,75.04,62,93,2.66
3199525,Gromiljak,BA,43.9667,18.0531,30.2,100,0,2.3
5062292,Valley City,US,46.9233,-98.0032,16.25,100,1,9.22
336350,Goba,ET,7.0167,39.9833,51.6,86,100,2.19
7306515,Airok,MH,7.2772,168.8203,80.1,80,34,22.1
2079192,Green Head,AU,-30.0717,114.9672,69.96,59,0,11.18
5043181,Richards,US,46.8361,-95.9123,20.97,86,90,6.91
212360,Kongolo,CD,-5.3833,27.0,67.24,95,100,2.26
1835515,T’aebaek,KR,37.1759,128.9889,35.17,83,86,6.69
3686431,Departamento del Chocó,CO,6.0,-77.0,71.13,93,98,1.68
1268469,Kālānwāli,IN,29.85,74.95,53.64,39,0,2.19
494884,Shenkursk,RU,62.1091,42.896,-27.24,86,12,2.15
76699,Burum,YE,14.3636,48.9797,70.12,72,100,5.68
2650589,Dymchurch,GB,51.0254,0.9939,49.33,87,99,14.97
2162976,Hughenden,AU,-20.85,144.2,71.6,83,63,3.56
3731287,Taquari,BR,-9.8736,-67.9103,71.6,94,75,1.45
7306524,Lib,MH,8.3122,167.3766,80.6,78,40,20.71
2306774,San Antonio de Pale,GQ,-1.4014,5.6325,81.95,72,99,7.81
2031601,Dzogsool,MN,46.8,107.15,15.28,92,36,12.01
2091495,Manus Province,PG,-2.0,147.0,80.08,80,27,5.82
5869635,Napaimute (historical),US,59.4333,-154.8667,1.09,92,90,6.91
8030552,North Andros District,BS,24.7669,-78.0961,70.47,78,83,23.33
7536143,Saga,CN,29.3237,85.226,19.44,55,0,0.2
1337284,Lhuntse District,BT,27.75,91.1833,29.71,71,0,4.09
3648698,Bachaquero,VE,9.9694,-71.1494,76.08,71,58,5.1
6930874,Shikotan,RU,43.7999,146.7214,29.28,92,45,24.67
1796480,Shaanxi,CN,36.0,109.0,42.04,47,34,8.52
2475612,Tolga,DZ,34.7222,5.3785,48.2,37,0,5.75
5877208,Unalaska,US,53.8736,-166.5367,34.14,80,90,4.61
1278103,Awantipur,IN,33.9167,75.0167,37.92,73,100,1.41
7535696,Spitsbergen,SJ,78.0529,17.71,26.6,68,75,12.66
3904793,Santa Rosa,BO,-14.1667,-66.8833,75.2,94,40,2.51
1914024,Longlou,CN,19.6563,110.9646,57.2,100,1,2.24
2097418,Finschhafen,PG,-6.6024,147.8681,80.1,77,100,2.44
1081530,Ambodifotatra,MG,-16.9833,49.85,81.09,78,49,2.1
5116680,Essex,US,44.1001,-73.8163,6.57,78,1,3.89
3648789,Municipio Autonomo Atures,VE,5.6925,-67.3462,75.72,70,100,1.97
2167799,Eden,AU,-37.0667,149.9,66.33,100,90,5.19
2312249,Mushie,CD,-3.0167,16.9,71.06,89,100,2.33
6971554,Zhengkeng,CN,27.9922,119.7976,41.77,67,0,2.13
2539875,Oulad Al Haj,MA,31.9303,-4.4027,48.2,31,81,3.44
1512348,Yangirabot,UZ,40.0254,65.961,37.4,87,18,6.91
1672228,Magong,TW,23.5654,119.5863,64.38,52,31,3.74
2317277,Bas-Congo Province,CD,-5.5,14.5,69.98,95,99,1.74
5637146,Anaconda,US,46.1285,-112.9423,21.2,68,90,6.91
7267904,Saint Thomas Island,VI,18.3271,-64.9694,74.34,83,20,4.61
2700801,Kiruna Kommun,SE,68.1667,19.5,-4.0,77,90,1.14
4017728,Bahía de Kino,MX,28.8333,-111.9333,59.94,46,93,12.12
2098948,Bueri,PG,-2.6597,152.0103,83.7,75,34,11.03
4034948,Utuloa,WS,-13.5081,-172.635,79.63,85,100,20.4
2170658,Cooktown,AU,-15.4667,145.25,77.0,91,81,8.93
6087210,Netla,CA,60.9502,-123.2698,-9.4,84,100,1.14
3446579,Terra Roxa,BR,-23.8557,-50.0314,60.19,97,0,5.46
64538,Bay,SO,3.0,43.5,65.43,86,100,13.78
6185024,Wyoming,CA,42.9501,-82.1165,0.1,85,1,3.44
4032420,Neiafu,TO,-18.65,-173.9833,78.8,78,75,10.36
562245,Gadzhiyevo,RU,69.2551,33.3362,-31.0,75,0,4.47
1276509,Bellary,IN,15.15,76.9333,67.46,85,99,4.81
2704114,Husum,SE,63.3333,19.1667,19.4,100,90,8.05
2018436,Onokhoy,RU,51.932,108.0747,5.0,51,40,17.9
2157641,Millmerran,AU,-27.8667,151.2667,64.4,94,75,1.72
71005,Sayhut,YE,15.2106,51.2456,66.69,61,48,6.46
1214204,Pematangsiantar,ID,2.9595,99.0687,69.98,84,74,1.72
2173910,Broken Hill Municipality,AU,-31.95,141.4333,71.6,49,92,10.36
2298528,Kwesimintsim,GH,4.9145,-1.7876,77.9,85,11,3.24
486645,Sukhobezvodnoye,RU,57.0491,44.8891,-17.68,89,42,2.17
606350,Byske,SE,64.9526,21.2058,9.28,85,90,8.05
3414079,Olafsvik,IS,64.8945,-23.7142,36.5,83,100,16.84
1304138,Ninglum,MM,25.2167,97.2333,57.96,97,94,2.33
3315550,Emlagh,IE,53.5542,-10.1344,44.65,84,76,24.0
2078024,Adelaide River,AU,-13.2379,131.1056,75.29,96,100,3.62
5866726,Kotzebue,US,66.8983,-162.5967,-20.72,83,1,4.72
5863850,Healy,US,63.8569,-148.9661,-25.6,83,20,0.78
