city id,city,country,lat,lon,temp_sunrise,hum_sunrise,cloudiness_sunrise,windiness_sunrise
5062096,Stutsman,US,46.9583,-98.9336,18.27,79,1,7.96
5989203,Kangiqsualujjuaq,CA,58.6914,-65.9525,-4.81,91,100,11.25
1260771,Palāsa,IN,18.7667,84.4167,68.14,60,11,4.07
1213721,Sinabang,ID,2.4803,96.3801,81.52,74,97,3.27
3003045,Le Palais,FR,47.3456,-3.1541,48.79,93,75,6.91
744873,Kagizman,TR,40.1567,43.1342,3.2,85,40,2.3
7654016,Mmale,BW,-22.2827,26.9834,69.06,81,96,5.93
1143816,Dasht-e Qal‘ah,AF,33.03,63.8394,47.98,53,53,2.95
4025994,Coahuayana de Hidalgo,MX,18.7,-103.6583,68.0,64,1,3.76
2077456,Australia,AU,-25.0,135.0,86.04,26,0,4.34
1643812,Gotalalamo,ID,2.0333,128.3167,81.95,75,99,10.33
1529531,Dunhuang,CN,40.1667,94.6833,30.52,82,90,1.83
2476301,Tindouf,DZ,27.6711,-8.1474,55.4,26,40,11.5
132142,Ostān-e Hamadān,IR,34.8333,48.5833,24.8,74,40,6.91
480453,Tumbotino,RU,55.9993,43.0236,-22.0,76,92,3.02
2017384,Rudnaya Pristan',RU,44.3614,135.8116,11.17,86,0,7.81
664902,Titeşti,RO,45.0167,25.0,29.32,97,18,1.99
3665361,Amazonas,BR,-5.0,-63.0,71.2,92,100,2.68
1309611,Myeik,MM,12.4333,98.6,70.54,65,26,4.38
5983202,Inglis,CA,50.9447,-101.252,8.78,94,0,7.92
7037155,Wonorejo,ID,-8.0691,113.0708,69.75,83,96,1.54
3473817,Porto Velho,BR,-32.0333,-52.0917,64.0,98,30,5.41
1641977,Kalianget,ID,-7.05,113.9333,78.01,82,100,10.47
1152562,Kui Buri,TH,12.0828,99.8543,66.2,88,65,3.33
609862,Atyraū Oblysy,KZ,47.0,52.0,14.0,85,72,6.71
148617,Aghdam Rayon,AZ,40.0,47.0,35.47,86,100,6.69
1816373,Bijie,CN,27.3125,105.2942,48.02,90,95,1.19
2399001,Mayumba,GA,-3.432,10.6554,77.34,84,96,2.13
2028357,Ulaan-Uul,MN,46.0674,100.8172,14.74,85,0,7.0
2018813,Novyy Uoyan,RU,56.1572,111.7056,-6.11,83,100,3.04
6126200,Rochfort Bridge,CA,53.9169,-115.0355,42.8,42,90,20.71
779622,Havoysund,NO,70.9963,24.6622,14.0,57,0,13.8
2015913,Suntar,RU,62.1444,117.6319,-26.66,84,95,2.93
1280878,Kangxiwar,CN,36.2,78.7667,20.41,80,0,7.67
1525736,Barshatas,KZ,48.1697,78.6614,-3.87,92,56,3.89
1501706,Krutikha,RU,53.9599,81.2093,-8.3,91,100,8.46
1688119,Santa Josefa,PH,7.9911,126.03,71.22,93,100,2.37
6116548,Rankin Inlet,CA,62.8173,-92.0832,-2.2,78,90,11.5
2333064,Kuta,NG,9.8667,6.7167,65.86,26,0,9.04
1281019,Hotan,CN,37.0997,79.9269,34.2,73,1,2.71
2830425,Spindelwag,DE,48.0,10.0,29.75,93,0,3.44
3919884,Colchani,BO,-20.3,-66.9333,49.89,65,95,3.09
1637001,Luwuk,ID,-0.9516,122.7875,77.88,70,86,4.65
1799319,Niuchehe,CN,29.0485,110.975,53.55,73,0,5.23
443187,Karaman Province,TR,37.0833,33.25,17.78,95,100,5.35
8054418,Shangdu,CN,42.25,116.008,27.77,90,54,12.3
151610,Ngorongoro,TZ,-3.2397,35.4875,52.41,100,100,3.85
1054329,Vangaindrano,MG,-23.35,47.6,75.63,91,18,4.29
5974962,Highland Grove,CA,45.0668,-78.0828,-1.41,78,1,3.13
96994,Dahuk,IQ,36.8695,42.994,34.32,87,0,2.84
3929520,San Juan de Marcona,PE,-15.3653,-75.1622,68.86,81,99,14.54
1337619,Ugoofaaru,MV,5.6667,73.0,81.79,68,93,6.78
3357114,Grootfontein,NA,-19.5667,18.1167,63.72,92,100,8.08
3854988,Gobernador Costa,AR,-44.0499,-70.598,43.68,73,100,11.88
2029624,Ongon,MN,46.9826,103.7839,8.96,95,92,4.63
7645217,Losap,FM,6.894,152.74,82.18,78,64,23.11
908734,Lyembo,ZM,-14.2333,28.2333,63.9,94,99,3.15
1499385,Manzya,RU,58.4922,96.2617,-20.76,84,70,4.56
146183,Perivólia,CY,34.8292,33.5833,46.58,66,40,6.91
3581511,Orange Walk District,BZ,17.8333,-88.8333,66.2,100,75,4.61
2016443,Skovorodino,RU,53.9833,123.9167,-17.63,80,76,2.46
295629,Ashdod,IL,31.8167,34.65,43.05,87,0,1.14
5927708,Coral Harbour,CA,64.1341,-83.1662,5.0,85,90,4.61
5877543,Wainwright,US,70.6369,-160.0383,-14.44,90,100,13.04
519705,Novaya Derevnya,RU,63.9011,38.0602,-21.48,85,0,6.33
2322552,Takum,NG,7.2667,9.9833,66.15,27,40,2.48
3495684,Oviedo,DO,17.8014,-71.401,72.32,70,19,6.67
3516522,Soto la Marina,MX,23.7667,-98.2167,57.0,91,0,7.0
3674293,Mosquera,CO,2.5086,-78.4511,76.39,87,59,6.89
5983720,Iqaluit,CA,63.7506,-68.5145,-25.6,68,20,2.91
2025197,Dada,RU,49.1678,136.4726,3.92,94,93,5.93
3831682,Dundas,GL,76.55,-68.8,-24.45,68,0,2.21
2013465,Verkhoyansk,RU,67.5447,133.385,-38.36,77,53,0.29
2035189,Sanchahe,CN,44.9631,126.0153,12.45,95,100,9.75
5650429,Eden,US,47.27,-111.2722,29.73,59,1,23.02
2524842,Domus de Maria,IT,38.944,8.8635,53.19,87,0,4.61
3863503,Cafayate,AR,-26.073,-65.9761,62.55,71,77,2.01
1510695,Baykalovsk,RU,70.69,83.62,-32.71,81,27,3.96
2094342,Kavieng,PG,-2.5744,150.7967,82.4,80,60,11.5
1843491,Iksan,KR,35.9439,126.9544,42.08,86,0,7.63
5870308,North Slope,US,69.2506,-152.0006,-20.96,86,87,8.19
2290609,Dabakala,CI,8.3667,-4.4333,72.14,21,85,2.66
71687,Rudum,YE,14.0851,47.7431,67.44,81,91,1.99
6157570,Stony Rapids,CA,59.2603,-105.8351,-0.4,85,90,4.61
2068145,Kulpara,AU,-34.0667,138.0333,57.0,94,0,9.44
3986553,San Jerónimo de Juárez,MX,17.1333,-100.4667,70.93,53,0,3.15
3832376,Yacimiento Río Turbio,AR,-51.5732,-72.3508,37.02,100,30,1.12
1265534,Kurāra,IN,25.9833,79.9833,58.8,38,6,4.74
80509,Al Bardīyah,LY,31.7561,25.0865,52.25,64,0,6.11
3437689,Naranjal,PY,-25.9667,-55.1833,68.0,83,0,5.75
3874943,Quellón,CL,-43.1167,-73.6167,53.6,94,90,4.61
211384,Longanio,CD,-2.25,23.3,68.05,86,99,1.36
841412,Yuzhnyy,RU,45.0222,41.0097,20.43,94,51,4.99
1270118,Hesla,IN,24.0667,85.8833,60.13,39,0,3.09
1788491,Xinzhai,CN,36.9428,107.9476,39.85,53,44,10.6
3027582,Chalabre,FR,42.9825,2.0054,49.87,93,75,25.32
2315417,Inongo,CD,-1.95,18.2667,72.84,78,100,2.71
2282006,San-Pédro,CI,4.7485,-6.6363,74.3,97,41,4.72
5971679,Harty,CA,49.4835,-82.6831,7.68,85,1,11.5
102527,Sakakah,SA,29.9697,40.2064,44.6,70,0,8.05
4923096,Lynn,US,40.0498,-84.9397,13.46,100,1,9.22
3153910,Hansnes,NO,69.9624,19.6186,21.2,63,75,29.93
2215636,Libya,LY,25.0,17.0,46.81,53,0,7.92
2110384,Funafuti,TV,-8.5172,179.1305,80.6,83,75,17.27
4030656,French Polynesia,PF,-15.0,-140.0,80.74,71,0,12.59
1298480,Sagaing Region,MM,23.5,95.5,67.1,73,100,3.24
215771,Isiro,CD,2.7739,27.616,60.6,69,94,2.86
6116154,Raleigh,CA,51.5668,-55.7313,-1.03,78,75,10.36
780166,Finnmark,NO,70.0,25.0,6.62,66,20,26.46
2064155,Onslow,AU,-21.65,115.1,82.11,72,100,14.45
2032490,Bayan-Ovoo,MN,49.0167,111.6333,6.53,85,68,9.71
2093846,Kiunga,PG,-6.1219,141.2906,74.01,98,100,2.3
3397873,Itaú,BR,-5.8397,-37.9928,73.33,85,13,4.36
579432,Balezino,RU,57.9796,53.0106,-12.46,90,95,3.44
396460,Khushaybī al Ḩaḑar,SA,25.7621,43.2835,53.83,62,0,13.09
2017370,Russia,RU,60.0,100.0,-16.01,88,100,2.55
3463120,Formoso,BR,-14.9467,-46.2319,67.03,93,100,5.48
3690733,Yauya,PE,-8.9833,-77.3,43.63,73,93,1.83
5350605,Frazier Park,US,34.8228,-118.9448,37.35,55,1,12.66
2176715,Barringun,AU,-29.0167,145.7167,78.44,43,0,5.06
2025630,Chara,RU,56.9064,118.2631,-24.05,72,23,0.72
3479308,Paind do Araguaia,BR,-11.4403,-50.3142,71.69,96,100,4.29
4956915,Ash Point,US,44.0556,-69.0867,16.59,73,1,5.75
1516593,Zhezdi,KZ,48.0644,67.0539,5.0,78,75,2.24
1736305,Kuala Kedah,MY,6.1,100.3,73.85,88,20,2.3
3424607,Tasiilaq,GL,65.6145,-37.6368,32.0,80,90,35.68
653760,Kaskinen,FI,62.3759,21.2261,25.95,98,100,9.06
1525504,Belogor’ye,KZ,51.5297,77.4714,-4.67,85,0,7.85
2630299,Hofn,IS,64.2539,-15.2082,39.65,73,100,24.9
3393764,Oeiras,BR,-7.0253,-42.1311,69.22,92,97,2.04
6114685,Qikiqtarjuaq,CA,67.5555,-64.0249,-25.6,75,1,10.36
3520161,Sabancuy,MX,18.9667,-91.1833,64.44,86,24,6.35
3827832,Rumo Cocha,PE,-3.7792,-73.3119,77.0,88,75,8.05
6152248,South Indian Lake,CA,56.7795,-98.9281,13.78,97,85,6.26
3441442,Ombues de Lavalle,UY,-33.9167,-57.7833,59.14,77,20,9.22
103035,Rābigh,SA,22.7986,39.0349,67.8,49,0,2.86
549748,Kholmogory,RU,64.2229,41.656,-31.0,68,20,4.47
2387440,Dam,CF,6.4833,17.4333,64.99,28,42,3.67
2125072,Kamchatka,RU,55.0,159.0,8.47,97,100,0.96
2087362,Salamo,PG,-9.6603,150.7856,80.89,75,42,1.03
7839384,Paroo,AU,-27.9874,145.7175,78.01,43,0,4.38
4968894,Kingfield,US,44.9592,-70.154,11.41,79,1,6.91
1648512,Bobong,ID,-1.947,124.3829,79.36,71,78,3.04
216404,Gbadolite,CD,4.2833,21.0167,64.2,89,100,1.79
5859193,Chignik,US,56.2953,-158.4022,24.55,95,100,4.45
688279,Yavoriv,UA,49.0167,22.914,32.86,100,90,4.47
3445983,Tucano,BR,-10.9631,-38.7867,70.95,87,100,4.5
66108,Shāhrūd,IR,36.4167,55.0167,35.92,76,0,5.28
6062100,Lupin Mine,CA,65.7643,-111.2232,-16.6,76,100,14.97
1517529,Uzynkair,KZ,45.7167,60.9,25.61,88,37,4.94
3388145,São Raimundo Nonato,BR,-9.0153,-42.6994,69.17,92,93,0.25
2028051,Akana,RU,63.9,119.0167,-30.06,84,92,2.77
4770766,Louisa,US,38.0251,-78.0042,15.39,92,1,2.46
1540475,Turtas,RU,58.9417,69.1325,-11.36,90,100,2.51
3114980,Urduña / Orduña,ES,42.9944,-3.0097,51.64,71,0,9.22
5274473,Stanley,US,44.96,-90.9371,13.84,73,90,5.75
5877087,Uganik,US,57.7667,-153.4,21.2,79,1,6.91
2158977,Mallacoota,AU,-37.55,149.75,69.01,89,48,1.99
3526756,Isla Mujeres,MX,21.2311,-86.731,71.15,73,40,6.91
1792999,Tiandeng,CN,23.1266,107.0937,57.61,79,0,4.45
3462710,Galheiro,BR,-18.9667,-51.95,66.65,73,0,1.9
2066859,Marvel Loch,AU,-31.4667,119.4667,63.57,62,0,10.07
3423146,Ilulissat,GL,69.2167,-51.1,3.2,72,90,11.5
1799897,Nanma,CN,36.1817,118.1583,46.71,55,0,8.66
1860941,Jūrokuban,JP,30.6,130.9833,59.11,68,0,9.48
6691320,Nord-du-Québec,CA,51.962,-74.8961,-6.32,92,0,4.79
3141548,Rognan,NO,67.0953,15.3878,24.8,68,75,44.87
5887448,Arviat,CA,61.1088,-94.0585,3.2,78,90,14.97
1529626,Baijiantan,CN,45.6333,85.1833,22.8,93,85,6.26
6137052,Sachs Harbour,CA,71.9841,-125.2463,-18.4,83,90,17.27
153214,Morogoro,TZ,-8.0,37.0,71.28,82,100,0.6
1614696,Pak Chom,TH,18.0206,101.8983,64.18,100,6,3.44
2183619,Raumati South,NZ,-40.95,174.9833,59.77,82,75,20.71
5873776,Seward,US,60.1042,-149.4422,12.67,62,1,11.05
2220853,Yokadouma,CM,3.5167,15.05,64.13,48,64,1.32
3980487,Venado,MX,22.9333,-101.0833,45.5,53,0,1.97
2597172,Tiapoum,CI,5.1362,-3.0231,77.86,87,12,3.06
1628757,Sangkulirang,ID,0.9833,117.9667,72.75,93,99,2.86
2017155,Saskylakh,RU,71.9167,114.0833,-31.2,84,26,1.12
3467850,Campinhos,BR,-14.8667,-40.8833,62.82,97,95,3.58
3581418,Privassion Camp,BZ,17.0333,-88.95,64.4,94,75,2.13
3854981,Gobernador Gregores,AR,-48.7506,-70.2474,48.52,66,42,2.55
1518062,Torghay,KZ,49.6339,63.4981,-12.75,86,35,4.18
2089478,Northern Province,PG,-9.0,148.5,75.22,81,87,3.18
3661948,Marechal Thaumaturgo,BR,-8.9411,-72.7917,70.11,96,99,0.63
209598,Manono,CD,-7.3,27.4167,67.66,97,100,1.95
698247,Oster,UA,50.9506,30.8823,32.05,86,100,6.71
1061412,Mananara,MG,-16.1667,49.7667,76.03,89,52,4.56
933077,Shakawe,BW,-18.3667,21.85,66.99,95,100,8.1
363533,Zalingei,SD,12.9096,23.4741,55.49,34,33,4.94
2179671,Manawatu-Wanganui,NZ,-39.95,175.0167,57.0,96,0,1.99
1307641,Myoma,MM,20.1333,92.8833,72.37,48,93,6.42
6445087,Saint-Mandrier-sur-Mer,FR,43.0667,5.9333,52.93,76,75,17.27
3406001,Batalha,BR,-4.025,-42.075,70.38,97,36,2.57
1538730,Omskiy,RU,57.6356,91.9072,-21.08,88,74,3.8
1528998,Yumen,CN,40.2833,97.2,29.71,77,69,2.33
2485794,Ouargla Province,DZ,30.5,6.1667,60.15,28,16,10.83
3370221,Banghoek,ZA,-33.9167,18.9167,60.08,82,40,5.75
2032436,Bayasgalant,MN,46.9833,112.05,13.15,97,70,10.51
478050,Ust'-Kulom,RU,61.6864,53.6902,-18.13,87,98,3.87
5955550,Forest Lawn Industrial,CA,51.0334,-113.9687,34.79,41,75,12.66
3685070,Durania,CO,1.2667,-70.1833,70.57,98,90,1.88
1522605,Kīevka,KZ,50.2619,71.5514,0.9,92,100,13.69
5882640,Aguanish,CA,50.2168,-62.0818,6.8,66,1,13.8
2841488,Sankt Peter,DE,48.0167,8.0333,37.81,81,0,4.61
3374351,Pombas,CV,17.1503,-25.0201,68.0,73,20,24.16
389469,Baladīyat ar Rayyān,QA,25.2,51.05,63.88,77,75,13.8
3581398,Punta Gorda,BZ,16.0984,-88.8097,68.0,83,90,6.91
921745,Nioumachoua,KM,-12.3614,43.7153,83.07,68,100,2.62
1808212,Hechuan,CN,29.9947,106.2572,53.6,76,0,2.24
7627186,Pingelap,FM,6.2059,160.7033,82.13,74,97,16.96
2444219,Gouré,NE,13.9835,10.2704,57.67,32,33,9.71
2426991,Ngardiana,TD,13.2341,18.2975,59.5,29,0,9.73
749100,Çilimli,TR,40.8936,31.0492,28.45,88,0,4.05
1605742,Ta Phraya,TH,14.0031,102.8054,68.7,57,73,5.37
524100,Muyezerskiy,RU,63.9333,31.65,-2.16,92,100,12.08
1632998,Pamanukan,ID,-6.2842,107.8106,75.0,90,99,7.14
4063619,Gadsden,US,34.0143,-86.0066,29.77,60,1,4.61
828886,Horad Pinsk,BY,52.1214,26.0728,29.12,99,99,6.58
5933900,Cumberland House,CA,53.9668,-102.2676,17.37,96,16,9.69
5335846,Channel Islands Beach,US,34.1581,-119.2232,52.83,37,1,9.22
3848949,La Rioja Province,AR,-30.0,-67.5,58.37,78,9,0.54
1627520,Seratak,ID,-3.4,116.2333,74.37,87,100,2.59
2723201,Bastuträsk,SE,65.0,17.6833,10.58,85,90,5.75
3385899,Tutóia,BR,-2.7619,-42.2744,75.56,90,91,7.07
2439812,Say,NE,13.1007,2.3689,68.0,14,100,4.61
1240622,Kelaniya,LK,6.9553,79.922,77.0,88,40,5.75
1280194,Qümong,CN,32.9777,98.098,2.88,66,0,3.4
2146616,Tilpa,AU,-30.95,144.4,79.43,40,0,3.74
162199,Annau,TM,37.8876,58.516,30.2,86,40,2.3
3935619,Madre de Dios,PE,-12.0,-70.25,70.05,100,100,2.17
7641247,Huangbai,CN,25.9553,116.006,52.9,64,4,3.06
1695180,Simbahan,PH,6.3032,120.5836,80.2,78,57,16.4
3424424,Atammik,GL,64.8,-52.2167,2.37,83,95,4.9
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.4,72,97,4.47
798536,Rabocheostrovsk,RU,64.9855,34.7661,-11.74,90,90,8.97
3844933,Maquinchao,AR,-41.25,-68.7333,50.77,48,0,10.87
2123814,Leningradskiy,RU,69.3833,178.4167,-13.56,88,98,8.7
7626924,Mokil Municipality,FM,6.688,159.757,82.11,77,95,17.96
5941588,Donkin,CA,46.1834,-59.8651,23.11,58,90,19.57
3382998,Suriname,SR,4.0,-56.0,68.49,98,100,0.2
2122229,Paratunka,RU,52.95,158.2333,10.4,72,96,4.47
5192657,Harleigh,US,40.9806,-75.9713,12.54,73,1,8.05
6947098,Rigolet,CA,54.1701,-58.4344,-15.36,85,6,8.14
1831172,Kampong Cham,KH,12.0833,105.5833,65.61,76,64,4.25
2119625,Yagodnoye,RU,64.65,170.4,-26.5,76,0,0.63
5963145,Goose Creek,CA,58.6751,-94.1448,8.6,85,75,5.75
910361,Limulunga,ZM,-15.0969,23.1376,66.51,95,100,6.93
1182872,Bhag,PK,29.0415,67.8239,67.35,24,100,3.0
5880568,Bethel,US,60.7922,-161.7558,-9.45,70,1,12.66
7839592,Longreach,AU,-23.876,143.8671,71.6,73,0,3.85
242048,Salamat Region,TD,11.0,20.5,63.5,28,100,5.17
1488616,Uk,RU,55.079,98.8586,-7.89,89,100,3.71
2156785,Mossgiel,AU,-33.2667,144.5667,80.13,36,9,6.82
5609855,Teton,US,43.9166,-111.3761,18.01,92,90,12.66
1641510,Kangboi,ID,1.0833,104.05,77.32,78,40,14.97
6558470,Waddeweitz,DE,53.0064,10.971,41.04,93,40,6.13
3450206,Santa Helena de Goiás,BR,-17.8136,-50.5969,69.62,90,0,1.5
1507203,Drovyanoy,RU,72.4017,72.7625,-3.73,92,100,9.55
4704395,Lake Brownwood,US,31.8357,-99.0078,49.33,76,90,11.5
1494482,Polunochnoye,RU,60.8697,60.4153,-19.26,89,100,4.16
3419714,Kangerlussuaq,GL,67.0088,-50.6894,-7.6,71,90,6.91
2127436,Yokohama,JP,41.0833,141.25,32.92,82,99,5.01
788709,Leskovac,RS,42.9981,21.9461,35.24,93,90,1.14
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,-20.2,76,75,19.57
5874713,Soo City (historical),US,66.7167,-151.4833,-36.4,78,20,0.04
3665202,Aripuanã,BR,-9.1667,-60.6333,70.34,99,100,1.9
2013865,Ust'-Uda,RU,54.1742,103.0304,-9.56,88,100,3.51
648958,Lapponia,FI,68.0,27.0,-4.0,77,0,2.3
1636308,Manokwari,ID,-0.8667,134.0833,78.17,84,99,7.74
6184824,Wrigley,CA,63.25,-123.498,-20.16,84,100,0.63
5879302,Ambler,US,67.0861,-157.8514,-25.13,76,1,1.77
4890925,Elk Grove Village,US,42.0039,-87.9704,19.96,68,75,10.36
1256598,Sheoganj,IN,25.15,73.0667,58.06,34,0,3.53
1802162,Daxing,CN,22.9692,102.4061,48.49,100,82,1.86
2565267,Mhamid,MA,29.82,-5.72,58.59,29,95,11.95
6078372,Moosonee,CA,51.2793,-80.6345,7.7,85,1,9.22
5993072,Kitimat,CA,54.0524,-128.6534,38.41,100,90,11.5
2293260,Agnibilékrou,CI,7.1344,-3.2047,65.39,29,15,0.72
4493110,Spruce Pine,US,35.9154,-82.0646,22.96,74,0,1.01
3754114,Parque das Laranjeiras,BR,-3.0647,-60.0136,72.43,100,75,2.3
608073,Taskopa,KZ,48.8536,55.5819,-4.16,92,71,1.79
2035399,Songyuan,CN,45.1171,124.8568,14.32,95,100,7.11
8014675,Santa Cruz da Graciosa,PT,39.0776,-28.0169,52.77,84,100,9.35
5522714,Hale Center,US,34.0642,-101.8438,36.55,86,1,10.36
3982837,Sonoita,MX,31.85,-112.8333,48.99,28,0,7.85
2146205,Tarrawingee,AU,-31.4667,141.4833,71.6,49,100,10.36
6454373,Sarralbe,FR,48.9987,7.0292,42.1,71,0,8.05
2020838,Lensk,RU,60.7253,114.9278,-25.49,82,88,2.64
2435014,Bogomia I,TD,7.7962,15.6682,62.35,30,63,2.59
205297,Tambo,CD,-8.3,27.25,67.8,89,100,0.51
2077026,Batchelor,AU,-13.0667,131.0167,77.0,100,100,3.69
108190,Ash Shurayf,SA,25.7071,39.2823,52.34,45,0,7.11
2119283,Zyryanka,RU,65.75,150.85,-36.11,83,17,1.59
3432707,La Eduvigis,AR,-26.8555,-59.0684,68.0,94,0,2.3
2204113,Malsa’a,FJ,-12.4833,177.0667,82.56,79,6,12.08
2157580,Mincha,AU,-36.0167,144.0833,68.0,76,85,5.26
564191,Duminichi,RU,53.9345,35.1099,17.65,97,100,4.41
1515580,Jargalant,MN,45.7095,97.176,30.51,71,1,3.13
2505525,Bechar Province,DZ,30.25,-3.0833,60.13,28,100,13.27
1159301,Zahedan,IR,29.4963,60.8629,62.6,36,75,18.41
7839558,Barcaldine,AU,-23.052,145.4349,75.88,67,0,6.06
2966208,Belmullet,IE,54.225,-9.9908,43.81,88,61,27.0
1491600,Snezhnogorsk,RU,68.0931,87.74,-25.69,85,98,3.18
3877770,Paiguano,CL,-30.0167,-70.5333,60.8,82,90,3.44
1529376,Korla,CN,41.7597,86.1469,39.49,63,100,10.47
5855051,‘Ewa Beach,US,21.3156,-158.0072,71.42,83,20,4.61
1580240,Hue,VN,16.4667,107.6,60.8,94,20,3.44
1488903,Turukhansk,RU,65.8167,87.9833,-36.38,83,99,7.11
1802682,Longchuan,CN,25.1615,101.2942,43.97,91,99,2.01
3405304,Bom Jesus,BR,-9.0744,-44.3586,71.06,94,99,2.24
2175958,Bicheno,AU,-41.8789,148.2886,59.52,91,28,2.04
3923057,Bolivia,BO,-17.0,-65.0,68.9,96,100,1.59
2120591,Tilichiki,RU,60.4667,166.1,-7.85,90,97,10.02
5289863,Cienega Springs,US,34.1886,-114.2247,48.58,32,1,4.61
6977912,Raha Tiga,ID,-4.8271,122.7229,79.23,82,100,7.47
142358,Bābolsar,IR,36.7025,52.6576,44.6,87,75,4.61
2525089,Castelluccio Inferiore,IT,40.0039,15.9809,39.99,99,0,5.03
2129163,Mombetsu,JP,44.3525,143.3525,27.0,73,97,10.0
2028164,Deputatsky,RU,69.3,139.9,-31.97,86,2,1.99
3927158,Torata,PE,-17.0769,-70.8433,57.15,52,100,1.01
2018571,Olyokminsk,RU,60.3736,120.4264,-22.36,85,98,2.46
4158060,Harbour Heights,US,26.9909,-82.0023,52.97,87,1,13.8
4269043,Caney,US,37.0115,-95.9353,40.64,81,90,24.16
3432990,Labardén,AR,-36.9475,-58.1038,50.97,74,0,3.69
4038282,Angaur State,PW,6.906,134.13,81.09,86,93,17.63
5984185,Isachsen,CA,78.7853,-103.5048,-23.69,84,100,15.28
5735237,Klamath,US,42.6665,-121.7508,29.35,86,90,3.65
2361373,Diapaga,BF,12.0708,1.7889,65.75,21,78,8.03
6177250,Wawota,CA,49.9,-102.0343,10.4,85,0,8.05
6943715,Fort Franklin,CA,65.209,-123.3633,-34.6,67,0,2.3
2260668,Bouenza Department,CG,-4.0,14.0,69.96,97,100,1.74
